id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P3-001,part3,第二種免許,basic,旅客自動車運送事業の用に供する自動車（バス・タクシー等）を運転して旅客を運送する場合、その車種に応じた「第二種運転免許」を受けなければならない。,○,正解！お客様を乗せて営業運転（緑ナンバー）をするには二種免許が必須です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-002,part3,第二種免許,basic,大型第二種免許を取得するには、原則として21歳以上であり、かつ、普通免許等の保有期間が通算して「3年以上」なければならない。,○,正解！これが基本要件です（※特例教習を受講して19歳から取得する場合を除く）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-003,part3,停車・駐車禁止場所,basic,運行中のバスの停留所の表示板（標示柱）から「10メートル以内」の部分は、運行時間中であれば、（当該運行中のバスを除き）駐車だけでなく停車も禁止されている。,○,正解！バス停は「駐停車禁止場所」です。一般車が停まるとバスの運行や乗降の妨げになるためです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-004,part3,路線バス発進保護,basic,乗合バスの発進の保護として、停留所で乗合バスが発進の合図をしたとき、後方の車は、急ブレーキや急ハンドルで避けなければならない場合を除き、その発進を妨げてはならない。,○,正解！一般車はバスの発進を優先させる義務があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-005,part3,通学通園バス,basic,児童・幼児の乗降のため停車している「通学通園バス」の側方を通過するときは、徐行して安全を確認しなければならない。,○,正解！通学通園バス（スクールバス）に対する徐行義務は道路交通法で明確に定められています。子供の飛び出しに厳重な注意が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-006,part3,停車・駐車の定義,basic,「駐車」とは、客待ち、荷待ち、故障などで継続的に停止すること、または運転者が車から離れて直ちに運転できない状態をいう。,○,正解！人の乗り降り（時間制限なし）や、5分以内の荷物の積み下ろしで、すぐ運転できる状態なら「停車」です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-007,part3,停車・駐車の定義,basic,タクシーが客待ちのために継続的に停止している場合は、運転者が乗車していても「駐車」に該当する。,○,正解！「客待ち」は理由のいかんに関わらず「駐車」扱いです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-008,part3,停車・駐車禁止場所,basic,交差点の側端から「5メートル以内」の部分は、駐車も停車も禁止されている。,○,正解！交差点内とその前後5mは駐停車禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-009,part3,追い越し禁止,basic,横断歩道や自転車横断帯とその手前「30メートル以内」の場所では、追い越し（進路を変えて前車の前方に出ること）が禁止されている。,○,正解！横断歩道での歩行者事故を防ぐため、前車を追い越す行為は禁止されています。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-010,part3,乗降時安全,basic,運転者は、乗降口のドアを閉じる前に発進してはならない。,○,正解！ドアが開いたままの発進（開扉発車）は道路交通法違反であり、大変危険です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-011,part3,乗車定員計算,basic,自動車の乗車定員は、12歳以上の者1人につき、12歳未満の小児1.5人として計算する。,○,正解！「大人2人＝子供3人」で計算します。定員オーバーにならないよう注意が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-012,part3,優先通行帯,basic,一般道路において、路線バス（乗合バス）等の優先通行帯が指定されている場合、他の自動車は、右左折や工事等やむを得ない場合を除き、その通行帯を通行してはならない。,×,不正解！「優先通行帯」は通行できますが、バスが近づいてきたら速やかに譲らなければなりません。「専用通行帯」は原則通行禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-013,part3,シートベルト着用,basic,タクシー運転手が、セダン型のタクシーで乗客を乗せる際、高速道路であっても後部座席の乗客にシートベルトを着用させる義務はない。,×,不正解！全席シートベルト着用が義務です。高速道路では違反点数も付加されます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-014,part3,踏切通過,basic,事業用自動車が踏切を通過する場合、警報機が鳴っておらず遮断機も降りていなければ、一時停止せずに通過できる。,×,不正解！青信号のついている踏切を除き、必ず直前で「一時停止」し、窓を開けるなどして安全確認しなければなりません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-015,part3,車両提供の禁止,basic,過労運転、酒気帯び運転、無免許運転などをしている運転者に、車両を提供することは禁止されている。,○,正解！運転者だけでなく、車を貸した側も厳しく処罰されます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-016,part3,酒気帯び同乗禁止,basic,運転者が酒気を帯びていることを知りながら、その運転者が運転する自動車に同乗してはならない。,○,正解！同乗者も「酒気帯び同乗罪」で処罰されます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-017,part3,事故時措置,basic,交通事故が発生した場合、直ちに運転を停止し、負傷者の救護と道路における危険防止の措置を講じ、警察官に報告しなければならない。,○,正解！いわゆる救護義務・報告義務です。これらを怠るとひき逃げ等になります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-018,part3,第二種免許,basic,中型第二種免許を持っていれば、車両総重量11トン以上、最大積載量6.5トン以上の大型バスを運転できる。,×,不正解！大型バスを運転するには「大型」第二種免許が必要です。中型二種では運転できません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-019,part3,停車・駐車禁止場所,basic,消防用機械器具の置場や消防用防火水槽の出入口から「5メートル以内」の部分は、駐車禁止であるが、停車は認められている。,○,正解！ここは「駐車禁止場所」なので、人の乗り降りのための停車ならOKです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-020,part3,高速道路最高速度,basic,高速自動車国道における大型バス（大型乗用自動車）の法定最高速度は、時速100キロメートルである。,○,正解！大型トラックは80km/hですが、大型バスは（一部構造を除き）100km/hまで出せます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-021,part3,停車・駐車禁止場所,basic,車庫の出入口から「3メートル以内」の場所は、駐車禁止である。,○,正解！自宅の車庫前であっても路上駐車は違反です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-022,part3,停車・駐車禁止場所,basic,タクシー運転手は、深夜など客待ちのためにやむを得ない場合は、消火栓の標識から5メートル以内の場所に駐車してもよい。,×,不正解！消火栓周辺は緊急時の給水確保のため、いかなる理由があっても駐車禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-023,part3,携帯電話使用,basic,運転中に携帯電話等を手に持って通話したり、画面を注視したりすることは禁止されており、罰則も強化されている。,○,正解！「ながら運転」は非常に危険で、一発免停になる可能性もある重い違反です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-024,part3,初心運転者標識,basic,初心運転者標識（若葉マーク）は、第二種免許取得者であっても、普通免許等の保有期間が通算1年未満の場合は表示義務がある。,○,正解！「二種だから免除」という規定はありません。ただし、二種免許取得者は通常3年以上の経験があるため、結果的に表示義務の対象外となることが一般的です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-025,part3,駐車方法,basic,道路の左側端に沿って駐車する場合、車両の右側に「3.5メートル以上」の余地がなければ駐車してはならない。,○,正解！無余地駐車の禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-026,part3,妨害運転,basic,「あおり運転（妨害運転）」は、通行区分違反や急ブレーキ禁止違反などの違反行為を行い、交通の危険を生じさせる行為として厳罰化されている。,○,正解！免許取消し（欠格期間あり）などの非常に重い処分が下されます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-027,part3,信号・黄灯火,basic,黄色の灯火の信号は、停止位置を超えて進行してはならないが、安全に停止することができない場合に限り、そのまま進行することができる。,○,正解！急ブレーキで車内で乗客が転倒する恐れがある場合などは、慎重に進行します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-028,part3,夜間駐停車,basic,夜間、道路（照明設備がある場所を除く）に駐停車するときは、非常点滅表示灯（ハザード）や尾灯などをつけなければならない。,○,正解！追突防止のため、自車の存在を知らせる義務があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-029,part3,第二種免許,basic,第二種免許を受けていれば、自家用自動車（白ナンバー）を運転代行の業務で運転する場合も、第二種免許が必要である。,○,正解！運転代行業務で客車を運転する場合は二種免許が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-030,part3,路線バス発進保護,basic,路線バスが停留所に停車中、後方から追いついた車は、バスが発車するまで後方で待機しなければならない。,×,不正解！乗降中でなければ、安全を確認して徐行して通過（追い越し・追い抜き）できます。発進の合図が出たら譲ります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-031,part3,追い越し禁止,basic,車両通行帯のないトンネル内は、追い越し禁止場所である。,○,正解！トンネル内は視界が悪いため危険です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-032,part3,車両離脱禁止,basic,旅客自動車の運転者は、旅客が乗車しているときは、故障などやむを得ない場合を除き、エンジンをかけたまま車を離れてはならない。,○,正解！お客様を残して車を離れる際は、エンジンを止め、施錠するなど盗難・誤発進防止措置が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-033,part3,チャイルドシート特例,basic,タクシーに乗客として乳幼児を乗せる場合、チャイルドシートの使用義務は免除される。,○,正解！タクシーやバスなど、不特定多数の客を乗せる場合はチャイルドシートの使用義務が免除されています（物理的に用意できないため）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-034,part3,聴覚障害者標識,basic,聴覚障害者標識（蝶のマーク）を表示している車に対する幅寄せや割り込みは禁止されている。,○,正解！身体障害者標識（クローバー）や仮免許練習車に対しても同様に保護義務があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-035,part3,免許更新,basic,運転免許証の更新期間は、有効期間満了年の誕生日の前後1ヶ月（計2ヶ月）である。,○,正解！うっかり失効しないよう注意が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-036,part3,積載制限,basic,大型自動車の積載物の高さ制限は、地上から3.8メートル（特定道路等は4.1メートル）までである。,○,正解！これを超えるとトンネルや高架に接触する危険があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-037,part3,追い越し禁止,basic,原動機付自転車（原付）を追い越す場合であっても、追い越し禁止場所では追い越しをしてはならない。,○,正解！追い越し禁止場所では、相手が何であれ（軽車両を除く）追い越しは禁止です。「追い抜き」は可能です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-038,part3,補助犬同伴,basic,タクシー運転手は、身体障害者補助犬（盲導犬、介助犬、聴導犬）を連れた客の乗車を拒否してはならない。,○,正解！犬アレルギー等の正当な理由がない限り、拒否することは法律違反です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-039,part3,高速道路駐停車,basic,高速道路の本線車道（対面通行区間を除く）においては、原則として駐停車禁止である。,○,正解！故障時や料金所、SA/PAなどを除き、駐停車禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-040,part3,第二種免許,basic,旅客自動車運送事業の用に供するマイクロバスを運転して旅客を運送するには、中型免許では足りず「中型第二種免許」等が必要である。,○,正解！事業用（緑ナンバー）として旅客を運ぶには、その車の大きさに応じた第二種免許が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-041,part3,健康状態と運転禁止,basic,運転者が病気や過労などの理由で安全な運転ができないおそれがある場合、事業者はその者に運転させてはならない。,○,正解！道路交通法上の「過労運転等の禁止」です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-042,part3,停車・駐車禁止場所,basic,道路工事の区域の側端から「5メートル以内」の部分は、駐車禁止場所である。,○,正解！工事車両の出入りや安全確保のためです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-043,part3,長時間駐車,basic,同一の場所に引き続き12時間以上（夜間は8時間以上）駐車することは、保管場所法違反となる。,○,正解！いわゆる青空駐車の禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-044,part3,免許不携帯,basic,運転免許証を携帯せずに自動車を運転した場合、無免許運転として処罰される。,×,不正解！免許自体は有効であれば「免許証不携帯」という別の違反になります（無免許運転よりは軽微ですが違反です）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P3-045,part3,先進安全技術と運転責任,basic,自動ブレーキ（衝突被害軽減ブレーキ）等の先進安全技術が搭載されている車であれば、運転中にスマートフォンを操作してもよい。,×,不正解！いかなる安全装備があっても、運転中のスマホ操作（ながら運転）は禁止です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
