id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P5-001,part5,停止距離・制動距離,basic,自動車の停止距離は、運転者が危険を感じてブレーキを踏み、ブレーキが効き始めるまでの「空走距離」と、ブレーキが効き始めてから停止するまでの「制動距離」の和である。,○,正解！停止距離＝空走距離＋制動距離です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-002,part5,停止距離・制動距離,basic,速度が2倍になると、制動距離（ブレーキが効いてから止まるまでの距離）は「2倍」になる。,×,不正解！物理法則により、制動距離は速度の「2乗」に比例します。速度が2倍になれば距離は「4倍」になります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-003,part5,発進時安全,basic,バスの発進時、急発進をすると車内の乗客が後方に転倒するおそれがあるため、乗客が着席したことや手すりにつかまったことを確認してから発進する。,○,正解！「車内事故」防止はバス運行管理の最重要課題の一つです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-004,part5,フェード現象,basic,長い下り坂でフットブレーキを使い続けると、ブレーキドラムやディスクが過熱し、摩擦力が低下して効きが悪くなる現象を「フェード現象」という。,○,正解！これを防ぐために、エンジンブレーキや排気ブレーキを併用します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-005,part5,ABS,basic,ABS（アンチロック・ブレーキ・システム）が作動したときは、ハンドル操作に専念するため、ブレーキペダルから足を離すのが良い。,×,不正解！ABS作動時は、ブレーキペダルを「強く踏み続ける」ことが重要です。足を離すと止まりません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-006,part5,バスジャック対応,basic,バスジャックが発生した場合、乗務員は犯人を刺激しないよう冷静に対応し、何よりも「人命の安全確保」を最優先に行動する。,○,正解！犯人の説得や逮捕よりも、乗客の命を守ることが最優先です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-007,part5,遠心力・カーブ,basic,カーブを走行する際に働く遠心力は、速度の2乗に比例し、カーブの半径に反比例する。,○,正解！スピードが出るほど、カーブがきついほど、外に飛び出す力は強くなります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-008,part5,内輪差,basic,「内輪差」とは、右左折時に後輪が前輪よりも内側を通る現象であり、ホイールベース（前輪と後輪の間隔）が長い大型バスほど大きくなる。,○,正解！左折時の巻き込み事故や、脱輪に注意が必要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-009,part5,蒸発現象・夜間視認,basic,夜間、対向車のライトと自車のライトが重なる部分で、横断中の歩行者などが見えなくなる現象を「蒸発現象（グレア現象）」という。,×,不正解！問題文は「蒸発現象（エバポレーション現象）」の説明です。一方、「グレア現象」はライトの光が眩しくて見えなくなる現象を指します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-010,part5,SAS,basic,睡眠時無呼吸症候群（SAS）は、肥満の人に多いが、痩せている人でも顎が小さいなどの理由で発症することがある。,○,正解！体型に関わらず注意が必要です。漫然運転の原因になります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-011,part5,不審物対応,basic,車内で不審物を発見した場合、乗務員は直ちに中身を確認し、危険物であれば車外に放り出す。,×,危険です！不審物には触れず、乗客を避難させ、警察に通報するのが鉄則です。爆発物の可能性があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-012,part5,ハイドロプレーニング,basic,ハイドロプレーニング現象が起きたときは、ハンドルをしっかり握り、アクセルを戻して自然に減速するのを待つ。,○,正解！急ブレーキや急ハンドルはスピンの原因になります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-013,part5,適性診断,basic,適性診断（一般診断）は、運転者の癖を矯正するためのものであり、本人の性格や運転態度は変えられないため、指導しても無駄である。,×,不正解！自分の癖を自覚させ、意識して行動を変えるよう指導することに意味があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-014,part5,エアブレーキ,basic,エア・ブレーキ（空気ブレーキ）は、ブレーキペダルの踏み加減に対する反応が良く、効きが強力なため、ラフに扱うと急ブレーキになりやすい。,○,正解！強力な制動力を持つため、乗客の転倒を防ぐためにも、より繊細で滑らかな操作が求められます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-015,part5,視野狭窄,basic,運転者の視野は、速度が速くなればなるほど広くなり、遠くの状況を把握しやすくなる。,×,不正解！速度が上がると一点を注視するため、視野は「狭く」なります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-016,part5,濃霧時対応,basic,濃霧で視界が悪いときは、前照灯（ヘッドライト）を上向き（ハイビーム）にする。,×,不正解！光が霧に乱反射して真っ白になり、かえって見えなくなります。下向き（ロービーム）にします。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-017,part5,暗順応,basic,「暗順応」とは、明るい所から暗い所に入ったとき、目が慣れて徐々に見えるようになる現象で、これには時間がかかる。,○,正解！トンネルに入った直後などは見えにくくなるため、速度を落とす必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-018,part5,指差呼称,basic,指差呼称（指差し確認）は、漫然となりがちな確認作業において、意識レベルを高め、誤認や見落としを防ぐ効果がある。,○,正解！「右よし！左よし！」と声に出すことは非常に有効です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-019,part5,横風,basic,高速道路のトンネル出口付近は、横風の影響を受けやすく、ハンドルを取られる危険性がある。,○,正解！山間部や橋の上、防音壁の切れ目なども同様です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-020,part5,薬の副作用,basic,市販の風邪薬や鼻炎薬には、抗ヒスタミン剤などの眠気を催す成分が含まれていることがあるため、乗務前の服用には注意が必要である。,○,正解！「眠くならない」と記載された薬を選ぶか、医師に相談する必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-021,part5,下り坂運転,basic,下り坂では、燃料節約のために変速機をニュートラルにして走行しても、安全上の問題はない。,×,危険です！エンジンブレーキが効かなくなり、制御不能になる恐れがあります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-022,part5,ドライブレコーダー活用,basic,ドライブレコーダーの映像は、事故時の証拠としてだけでなく、ヒヤリハット映像として運転者教育（危険予知トレーニング等）に活用できる。,○,正解！実際の映像を使うことで効果的な指導ができます。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-023,part5,救命措置,basic,交通事故現場で、負傷者が意識不明の場合、気道を確保し、呼吸がない場合は心臓マッサージ（胸骨圧迫）を行う。,○,正解！119番通報とAEDの手配を行った上で、救急隊に引き継ぐまで絶え間なく一次救命処置を行います。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-024,part5,クリープ現象,basic,クリープ現象は、AT車においてブレーキを離すと車が勝手に動き出す現象であり、渋滞時の追突事故の原因にもなる。,○,正解！停止中はしっかりブレーキを踏んでおく必要があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-025,part5,ダブルタイヤ点検,basic,大型バスのタイヤ点検において、ダブルタイヤ（後輪）の内側のタイヤは外側から見えにくいため、点検ハンマー等での打音検査や空気圧確認が重要である。,○,正解！内側のパンクや空気圧不足は発見が遅れがちです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-026,part5,雪道発進,basic,雪道での発進時は、エンジンの回転数を上げて急発進するとタイヤがグリップしやすい。,×,不正解！急発進は空転（スリップ）の原因です。2速発進などでじわりと発進します。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-027,part5,アルコール影響,basic,アルコールは少量であれば、気付かない程度の反応遅れしか生じないため、プロの運転者であれば運転に支障はない。,×,不正解！少量でも脳機能は低下し、判断力や反応速度が鈍ります。過信は禁物です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-028,part5,高齢者乗客対応,basic,乗客が高齢者の場合、バスが完全に停車する前に席を立つことがあるため、マイク等で「バスが止まるまで席を立たないでください」と注意喚起することは有効である。,○,正解！転倒事故防止のための基本的なアナウンスです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-029,part5,自動ブレーキ過信,basic,衝突被害軽減ブレーキ（自動ブレーキ）が付いている最新車両であれば、追突事故は100%防げるため、車間距離を詰めても問題ない。,×,不正解！装置には限界があり、路面状況や速度によっては作動しないこともあります。過信してはいけません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-030,part5,SAS治療,basic,SAS（睡眠時無呼吸症候群）の疑いがある運転者には、精密検査（PSG検査）を受けさせ、適切な治療（CPAP等）を行えば乗務を継続できる場合が多い。,○,正解！治療により症状が改善すれば、医師の判断のもとで通常通り乗務が可能です。早期発見と治療継続が重要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-031,part5,車いす固定,basic,車いすの乗客を乗せる際は、車いす用の固定装置を使用し、確実に固定する。,○,正解！急ブレーキ等で車いすが動かないよう固定は必須です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-032,part5,ベーパーロック,basic,ベーパーロック現象とは、ブレーキ液（フルード）が沸騰して気泡が生じ、ブレーキ圧が伝わらなくなる現象である。,○,正解！ペダルがスカスカになりブレーキが効かなくなります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-033,part5,雨の降り始め,basic,雨の降り始めは、路面の泥や油が浮き出して滑りやすくなっているため、特に注意が必要である。,○,正解！雨が強くなって洗い流される前が一番滑りやすいと言われています。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-034,part5,運転席死角,basic,バスの運転席は位置が高いため、直前の低い位置にある障害物や子供が死角に入りやすい。,○,正解！アンダーミラーでの確認や、発進前の目視確認が重要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-035,part5,過信運転,basic,運転者が「自分は運転がうまい」と過信している場合、慎重さを欠き、リスクを軽視した運転になりやすいため、指導が必要である。,○,正解！事故を起こしやすい性格特性の一つです。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P5-036,part5,夜間ライト,basic,夜間走行時は、原則として前照灯を上向き（ハイビーム）にし、対向車や先行車がいる場合のみ下向き（ロービーム）にする。,○,正解！これが道路交通法の原則です。歩行者の早期発見につながります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
